SubjectID,researchdate
5034735007776,2025-08-18
5034735007814,2025-06-14
5034735007814,2025-10-15
5034735007817,2025-06-02
5034735007817,2025-06-04
5034735007817,2025-06-11
5034735007817,2025-06-17
5034735007817,2025-06-18
5034735007817,2025-07-07
5034735007817,2025-07-08
5034735007817,2025-07-09
5034735007817,2025-07-10
5034735007817,2025-07-12
5034735007817,2025-07-15
5034735007817,2025-07-17
5034735007817,2025-07-22
5034735007817,2025-08-19
5034735007817,2025-08-25
5034735007817,2025-08-28
5034735007817,2025-08-30
5034735007817,2025-09-10
5034735007817,2025-09-17
5034735007817,2025-09-22
5034735007817,2025-09-23
5034735007817,2025-09-29
5034735007817,2025-10-04
5034735007817,2025-10-19
5034735007817,2025-10-22
5034735007817,2025-10-23
5034735007817,2025-10-24
5034735007822,2025-06-01
5034735007822,2025-08-11
5034735007839,2025-07-03
5034735007839,2025-07-12
5034735007839,2025-08-12
5034735007839,2025-08-14
5034735007839,2025-10-03
5034735007859,2025-06-06
5034735007859,2025-06-24
5034735007859,2025-09-23
5034735007916,2025-07-05
5034735007916,2025-07-20
5034735007916,2025-09-16
5034735007916,2025-10-09
5034735007916,2025-10-14
5034735007916,2025-10-20
5034735007916,2025-10-23
5034735007916,2025-10-28
5034735007919,2025-07-06
5034735007925,2025-09-06
5034735007929,2025-10-27
5034735007951,2025-10-20
5034735007958,2025-10-21
5034735007974,2025-06-11
5034735007974,2025-06-12
5034735007974,2025-06-13
5034735007983,2025-09-26
5034735007995,2025-09-14
5034735007995,2025-10-18
5034735008006,2025-08-21
5226179076419,2025-10-19
7023315206208,2025-10-25
7023315206272,2025-09-20
7023315206272,2025-09-27
7023315206273,2025-06-30
7023315206273,2025-07-09
7023315206273,2025-08-02
7023315206273,2025-08-19
7023315206273,2025-08-20
7023315206273,2025-10-02
7023315206338,2025-06-07
7023315206338,2025-06-17
7023315206338,2025-06-21
7023315206338,2025-07-19
7023315206338,2025-07-20
7023315206338,2025-07-30
7023315206338,2025-08-22
7023315206338,2025-10-25
7023315206465,2025-06-20
7023315206530,2025-08-27
7023315208064,2025-06-26
8145832902914,2025-10-17
9018070553843405,2025-08-15
9018070553843405,2025-08-20
9018136908948910,2025-09-21
9018203264608157,2025-08-20
9018203264608292,2025-08-31
9018203264608292,2025-09-13
9018203264608292,2025-09-18
9018203264608292,2025-09-19
9018203264608292,2025-10-24
9018347033772590,2025-09-27
9018347033772616,2025-08-01
9018347033772616,2025-09-13
9018474210548991,2025-10-13
9018474210548996,2025-10-28
9019386599898176,2025-08-02
9019386599899073,2025-09-09
9019386599902081,2025-09-26
9019386599903168,2025-06-04
9019569075737730,2025-06-12
9019569075740289,2025-07-24
9019569075742400,2025-08-20
9019569075743616,2025-06-04
9019569075743616,2025-06-07
9074775566146560,2025-07-17
9074775566146560,2025-09-14
9074775566146560,2025-09-29
9074775566146560,2025-10-06
9074775566146560,2025-10-11
9312040921243712,2025-06-12
9312040921243712,2025-06-14
9312040921243712,2025-06-15
9910175246783616,2025-07-16
9910175246783616,2025-08-11
9910175246783616,2025-08-12
9910175246783616,2025-08-21
9910175246783616,2025-09-08
9910175246783616,2025-09-12
9910175246783616,2025-10-04
9910175246783616,2025-10-05
9910175246783616,2025-10-11
9989555737518336,2025-07-12
9989555737518336,2025-08-31
9989555737518336,2025-09-01
9989555737518336,2025-09-03
9989555737518336,2025-09-27
9989555737518336,2025-09-29
9989555737518336,2025-10-01
9989555737518336,2025-10-02
9989555737518336,2025-10-06
10271044217225920,2025-10-06
10367801240473920,2025-06-24
10367801240473920,2025-07-11
10367801240473920,2025-09-05
10543723100923776,2025-08-16
10543723100923776,2025-10-15
72062311491580120,2025-07-12
72062311491580120,2025-08-03
72062311491580120,2025-10-19
72064652518305539,2025-09-15
72064652518305539,2025-09-16
72064652518305539,2025-10-28
72064849589777923,2025-08-29
72064849589778856,2025-07-08
72064849589779076,2025-08-23
72064849589779076,2025-09-01
72064921482246530,2025-10-28
72065402559639808,2025-07-21
81075537411025901,2025-08-13
81075537411025901,2025-08-19
81075537411025938,2025-07-18
81075537411025938,2025-07-19
81075548469959065,2025-06-01
81077505949382145,2025-06-13
81077505949382145,2025-07-24
81077505949382145,2025-07-28
81077505949385027,2025-07-29
81077505949385027,2025-08-13
81077505949385027,2025-10-25
81078606340590658,2025-08-17
81078672694338816,2025-07-06
144120137774177249,2025-06-18
144121238185983625,2025-08-25
144121238185984103,2025-09-11
144121238185984103,2025-10-12
144121238185984103,2025-10-18
144121697139633313,2025-09-26
144122509983743747,2025-10-09
153131660580727937,2025-08-17
153131660580728064,2025-06-13
153131660580728320,2025-07-16
153131660580731456,2025-06-15
153131660580731456,2025-06-20
153131660580731456,2025-06-21
153131660580731456,2025-07-18
153131660580731456,2025-07-23
153131660580731456,2025-07-24
153131660580731456,2025-07-25
153131660580731456,2025-07-30
153131660580731456,2025-08-08
153131660580731456,2025-09-18
153131660580731456,2025-10-21
153131677170000130,2025-06-01
153131677170000386,2025-07-29
153131677170000386,2025-08-02
153131677170000386,2025-08-08
153131677170000386,2025-08-10
153131677170000386,2025-08-25
153131677170000386,2025-08-26
153131677170000386,2025-08-28
153131677170000386,2025-09-01
153133037440528812,2025-07-07
153133037440528812,2025-07-13
153133037440528812,2025-08-03
153133037440528812,2025-08-14
153133175686814592,2025-06-22
153133900060690186,2025-07-01
153133900060690186,2025-07-12
153134115717878784,2025-06-01
153134115717879617,2025-09-08
153134419846811585,2025-07-23
153134419846813952,2025-08-20
153134419846814274,2025-10-07
153134419846816128,2025-06-12
153134419846816128,2025-06-16
153134419846816128,2025-06-30
153134419846816128,2025-07-18
153134419846816128,2025-09-06
153134419846816128,2025-09-15
153134458553130626,2025-06-04
153134458553130626,2025-06-21
153134458553130626,2025-06-29
153134458553130756,2025-09-04
153134458553130817,2025-07-17
153134458553130817,2025-07-24
153134458553130817,2025-09-28
153134458553131523,2025-09-21
153134458553131778,2025-07-07
153134773740665347,2025-07-13
153134773740665347,2025-10-19
153134773740665347,2025-10-20
153135415178498816,2025-08-27
153135415178498816,2025-09-02
153135415178498816,2025-10-09
153135415178498816,2025-10-28
153135415178499072,2025-08-26
154148525213804736,2025-09-11
154456388469593153,2025-08-22
154456388469593153,2025-08-25
154456388469593153,2025-08-27
154456388469593153,2025-08-29
154456388469593153,2025-10-05
154456388469593153,2025-10-16
154456388469593153,2025-10-25
154456388469593153,2025-10-31
154605922050976128,2025-06-27
154834620469560128,2025-09-30
216178417478506440,2025-06-18
216178417478506821,2025-10-05
216178771397981588,2025-08-24
216178771397981588,2025-09-21
216179070001322831,2025-07-13
216179070001322831,2025-09-07
216179070001322831,2025-09-28
216179783312340097,2025-06-28
216179783312340097,2025-07-13
216179783312340097,2025-08-18
225188978579824128,2025-06-19
225188978579824128,2025-06-23
225188978579824128,2025-06-24
225188978579824128,2025-07-01
225188978579824128,2025-10-09
225191792695142912,2025-10-08
225191792695142912,2025-10-10
225191792695142912,2025-10-31
225192052591218818,2025-10-13
225192052591221314,2025-07-11
225192423096539649,2025-06-07
225192423096539649,2025-09-24
225192423096539649,2025-10-20
225192423096539649,2025-10-23
225192423096541632,2025-10-20
225192423096542209,2025-10-20
225192423096544129,2025-07-27
225192694025031873,2025-09-12
225192694025031873,2025-09-28
225193009216446528,2025-10-29
225193202749187840,2025-09-14
225193202749188096,2025-10-30
225193224868730880,2025-08-17
225193871829625664,2025-07-25
225273727861139264,2025-08-18
225335234157208768,2025-06-18
225335234157208768,2025-07-29
225335234157208768,2025-09-01
225335593580788480,2025-08-03
225335593580788480,2025-08-10
225335593580788480,2025-08-11
225335593580788480,2025-08-12
225335593580788480,2025-08-31
225467175552550208,2025-10-30
225608272464491072,2025-06-02
225915842651795840,2025-07-30
225915842651795840,2025-08-20
225986504464458561,2025-10-29
226021395768067328,2025-06-03
226021395768067328,2025-06-15
226021395768067328,2025-07-23
226021395768067328,2025-07-27
226021395768067328,2025-10-31
226179725442473344,2025-06-13
226179725442473344,2025-07-27
226276416110631552,2025-06-17
226760201226875136,2025-09-25
226944985535436544,2025-06-08
226944985535436544,2025-07-07
226944985535436544,2025-07-21
226944985535436544,2025-08-22
226944985535436544,2025-08-25
226944985535436544,2025-10-01
226944985535436544,2025-10-05
226944985535436544,2025-10-30
288235994927349384,2025-10-22
288235994927349424,2025-06-27
288235994927349424,2025-08-03
288235994927349424,2025-09-08
288237078746274689,2025-10-10
288237078746274689,2025-10-13
288237078746274882,2025-07-15
288237434123658753,2025-07-10
288237581944938752,2025-09-19
288237581944939778,2025-08-17
288237581944948164,2025-07-08
288237581944948164,2025-08-29
288237581944948164,2025-10-19
288238013253976449,2025-07-12
288238151495840641,2025-06-23
288238151495840641,2025-10-18
297249475213373184,2025-08-30
297249475213373184,2025-09-08
297250957145286080,2025-07-23
297251194917919489,2025-09-26
297251194917919616,2025-06-14
297322376507018624,2025-06-02
297322376507018624,2025-09-14
297524686646539584,2025-09-04
297524686646539584,2025-10-18
297524686646539584,2025-10-27
297779773344194752,2025-08-21
297974111359456768,2025-09-10
297974111359456768,2025-10-16
297974111359456768,2025-10-31
298439480320882880,2025-09-23
298774987133531328,2025-10-23
298774987133531328,2025-10-24
360292886711887530,2025-09-17
360292886711887530,2025-09-29
360293373317682068,2025-08-10
360293373317682068,2025-08-15
360293373317682068,2025-10-03
360293373317682068,2025-10-26
360293373317682242,2025-10-24
360293909705803919,2025-06-17
360293909705804052,2025-10-16
360293909705804052,2025-10-28
360293909705804052,2025-10-29
360293909705804053,2025-10-13
360293909705804232,2025-10-26
360293909705804301,2025-09-02
360293909705804580,2025-06-15
360293909705804580,2025-06-23
360293909705804580,2025-07-06
360293909705804580,2025-09-20
360293909705804580,2025-09-23
360293909705804580,2025-10-29
360293909705804659,2025-07-22
360293909705804681,2025-10-01
360293909705804729,2025-07-17
360293909705804729,2025-07-25
360293909705804729,2025-08-29
360293909705804729,2025-09-17
360293909705804759,2025-07-20
360293909705804778,2025-06-04
360293909705804778,2025-06-18
360293909705804778,2025-06-24
360293909705804778,2025-07-10
360293909705804778,2025-07-11
360293909705804778,2025-08-09
360293909705804778,2025-08-15
360293909705804778,2025-08-16
360293909705804778,2025-08-22
360293909705804778,2025-10-07
360293909705804778,2025-10-23
360293909705804778,2025-10-24
360293909705804832,2025-07-19
360293909705804832,2025-07-28
360293909705804832,2025-09-04
360293909705804832,2025-09-08
360293909705804832,2025-09-14
360293909705804832,2025-09-16
360293909705804832,2025-09-25
360293909705804832,2025-10-02
360293909705804832,2025-10-05
360293909705804832,2025-10-08
360293909705804890,2025-09-27
360293909705804898,2025-06-12
360293909705804905,2025-07-12
360293909705804928,2025-07-20
360293909705805005,2025-10-29
360293909705805011,2025-10-15
360293909705805023,2025-09-15
360293909705805023,2025-09-23
360293909705805043,2025-07-30
360293909705805070,2025-06-05
360293909705805070,2025-08-27
360295029579446030,2025-08-14
360295029579446031,2025-06-21
360295029579446279,2025-06-03
360295029579446279,2025-06-05
360295029579446279,2025-06-13
360295029579446279,2025-06-25
360295029579446279,2025-07-02
360295029579446279,2025-07-04
360295029579446279,2025-08-14
360295029579446279,2025-08-17
360295029579446279,2025-08-22
360295029579446279,2025-08-25
360295029579446279,2025-08-26
360295029579446279,2025-08-27
360295029579446279,2025-09-08
360295029579446279,2025-09-19
360295029579446279,2025-10-05
360295029579446279,2025-10-11
360295029579446279,2025-10-29
360295029579446279,2025-10-30
360295281038589791,2025-09-08
360295281038589837,2025-06-14
360295281038589837,2025-06-21
360295281038589837,2025-07-31
360295281038589837,2025-08-15
360295281038589837,2025-08-16
360295281038589837,2025-08-18
360295281038589837,2025-09-11
360295281038589837,2025-09-20
360295281038589837,2025-10-03
360295281038589837,2025-10-05
360295281038589837,2025-10-13
360295281038589837,2025-10-14
360295281038589837,2025-10-22
360295281038589837,2025-10-31
360295281038589840,2025-10-27
360295281038589900,2025-07-02
360295281038589900,2025-09-01
360295281038589900,2025-09-03
360295281038590306,2025-06-09
360295281038591513,2025-07-12
360295281038591513,2025-08-19
360295281038591513,2025-09-01
369305764258770368,2025-10-08
369305764258770368,2025-10-11
369305764258770457,2025-08-03
369305764258770457,2025-08-21
369305764258770457,2025-08-24
369305764258770457,2025-08-25
369305764258770457,2025-08-26
369305764258770457,2025-08-28
369305764258770457,2025-09-11
369305764258770457,2025-09-18
369305764258770457,2025-09-26
369305764258770457,2025-10-04
369305764258770457,2025-10-22
369305764258770457,2025-10-25
369305952269615221,2025-06-13
369305952269615221,2025-06-14
369305952269615221,2025-06-16
369305952269615221,2025-07-10
369305952269615221,2025-07-13
369305952269615221,2025-07-14
369305952269615221,2025-07-20
369305952269615221,2025-08-30
369305952269615221,2025-09-01
369305952269615221,2025-09-27
369305952269615221,2025-10-11
369305952269615221,2025-10-12
369305952269615221,2025-10-17
369306588173643414,2025-08-23
369306588173643414,2025-08-25
369306588173643414,2025-08-31
369306588173643414,2025-09-01
369306588173643414,2025-09-02
369306588173643414,2025-09-03
369306588173643414,2025-09-05
369306588173643414,2025-09-06
369306588173643414,2025-09-10
369306588173643414,2025-09-11
369306588173643414,2025-09-13
369306588173643414,2025-09-14
369306588173643414,2025-09-15
369306588173643414,2025-09-16
369306588173643414,2025-09-17
369306588173643414,2025-09-18
369306588173643414,2025-09-19
369306588173643414,2025-09-20
369306588173643414,2025-09-21
369306588173643656,2025-08-30
369306588173643677,2025-08-07
369307611172934208,2025-06-08
369307611172934208,2025-06-23
369307611172934208,2025-07-11
369307611172934208,2025-07-12
369307611172934208,2025-07-18
369307611172934208,2025-08-10
369307611172934208,2025-09-09
369307611172934656,2025-08-06
369307611172934656,2025-08-16
369307611172934656,2025-09-16
369307611172934656,2025-10-22
369307611172935746,2025-08-29
369307611172937280,2025-07-26
369307611172937280,2025-09-09
369307611172937280,2025-09-23
369307611172937280,2025-10-19
369307611172953986,2025-09-18
369307611172955267,2025-08-30
369307611172955267,2025-09-25
369307611172958851,2025-07-24
369308153052294720,2025-07-22
432351254888982541,2025-07-06
432351254888982541,2025-10-20
432351254888982608,2025-10-10
432351254888982608,2025-10-25
432351254888982694,2025-07-03
432351254888982694,2025-07-21
432351254888982694,2025-08-21
432351254888982694,2025-09-04
432351254888982744,2025-06-23
432351254888982820,2025-09-08
432351254888982820,2025-10-03
432351254888982820,2025-10-25
432351254888982820,2025-10-27
432351254888982875,2025-06-12
432351254888982885,2025-09-07
432351254888983243,2025-09-28
432351254888983313,2025-07-14
432351254888983313,2025-07-19
432351254888983313,2025-08-22
432351254888983313,2025-10-04
432351254888983489,2025-10-17
432351254888983492,2025-09-16
432351254888983510,2025-10-10
432351254888983526,2025-07-27
432351254888983547,2025-10-23
432351254888983589,2025-06-25
432351254888983589,2025-07-26
432351254888983589,2025-08-17
432351254888983589,2025-08-25
432351254888983589,2025-09-02
432351254888983589,2025-09-28
432351254888983589,2025-10-02
432351254888983589,2025-10-03
432351254888983589,2025-10-14
432352622344453125,2025-08-25
432352622344453207,2025-07-05
432353157092745537,2025-10-07
432353157092747328,2025-07-09
432353157092747328,2025-10-16
432353157092750019,2025-07-03
432353157092750019,2025-08-20
432353157092750019,2025-09-11
432353157092750019,2025-10-31
432353544161758854,2025-10-20
441361688982362497,2025-08-03
441361688982362497,2025-08-05
441361688982362497,2025-08-17
441361688982362497,2025-09-21
441361688982362880,2025-09-03
441361688982362880,2025-10-15
441361688982362880,2025-10-16
441361688982364354,2025-08-18
441361688982364355,2025-06-06
441361688982364481,2025-10-01
441361688982365506,2025-08-01
441361688982367234,2025-10-13
441361688982367554,2025-06-13
441361688982367554,2025-06-14
441361688982367554,2025-06-18
441361688982367554,2025-06-28
441361688982367554,2025-07-26
441361688982367554,2025-07-27
441361688982367554,2025-08-16
441361688982367554,2025-08-25
441361688982367554,2025-08-29
441361688982367554,2025-09-02
441361688982367554,2025-10-14
441361688982367554,2025-10-20
441361688982367554,2025-10-21
441361688982367554,2025-10-22
441361688982367554,2025-10-24
441361688982367554,2025-10-28
441365675204750208,2025-09-10
441365675204750400,2025-08-03
441365675204750400,2025-08-26
441365675204750400,2025-10-02
441365747090418625,2025-07-09
441365747090418625,2025-09-13
441365747090418625,2025-09-17
441365747090418625,2025-09-18
441648538105201216,2025-10-10
441648538105201216,2025-10-11
441727597879869120,2025-07-05
441895138367971648,2025-10-08
441939118833085120,2025-06-16
441939118833085120,2025-08-04
441939118833085120,2025-10-10
442149976233456704,2025-07-03
442149976233456704,2025-07-15
442149976233456704,2025-07-17
442220593809808000,2025-09-04
442220593809808000,2025-10-17
442290962553988736,2025-08-30
442290962553988736,2025-09-08
442405311763283456,2025-07-20
442405311763283456,2025-08-15
442405311763283456,2025-09-10
442405311763283456,2025-10-12
442589780884584704,2025-09-08
442880300786506240,2025-09-20
442932828512505024,2025-07-14
442932828512505024,2025-07-15
442932828512505024,2025-08-07
442932828512505024,2025-08-08
442932828512505024,2025-08-11
442985853902777152,2025-06-05
443118580829952448,2025-10-12
504410216844887574,2025-06-05
504410216844887574,2025-06-06
504410216844887574,2025-06-09
504410216844887574,2025-06-18
504410216844887574,2025-08-06
504410216844887574,2025-08-13
504410216844887574,2025-08-29
504410216844887574,2025-09-05
504410216844887574,2025-09-06
504410216844887574,2025-09-10
504410216844887574,2025-09-19
504410216844887574,2025-10-06
504410216844887574,2025-10-14
504410216844887574,2025-10-18
504410216844887745,2025-06-25
504410218347672849,2025-08-16
504410646068543872,2025-06-14
504410646068543872,2025-06-21
504410762191814465,2025-06-01
504410762191814656,2025-08-05
504410762191816834,2025-06-08
504410762191816834,2025-06-15
504410762191816834,2025-06-17
504410762191816834,2025-06-20
504410762191816834,2025-06-22
504410762191816834,2025-06-24
504410762191821057,2025-07-18
504420608908999809,2025-08-18
513419381937693632,2025-07-19
513419381937693632,2025-07-20
513420979987158990,2025-07-02
513421040807382402,2025-07-02
513421040807382402,2025-07-22
513421040807382402,2025-08-08
513421040807382402,2025-08-09
513421040807382402,2025-08-11
513421040807382402,2025-08-22
513421040807382402,2025-08-23
513421040807382402,2025-09-28
513421040807382406,2025-08-11
513421118227062849,2025-06-08
513421118227062849,2025-07-03
513421118227062849,2025-08-03
513421444474232492,2025-06-29
513421444474232492,2025-07-08
513421444474232492,2025-07-16
513421444474232492,2025-08-19
513421444474232492,2025-09-15
513421444474232604,2025-09-25
513421494235142917,2025-09-17
513421494235142917,2025-10-04
513421936608554178,2025-07-13
513421936608554178,2025-07-23
513421936608554178,2025-07-27
513421936608554178,2025-08-02
513421936608554178,2025-08-14
513421936608554178,2025-08-16
513421936608554178,2025-08-17
513421936608554178,2025-09-27
513421936608554178,2025-09-29
513421936608554178,2025-09-30
513421936608554178,2025-10-15
513421936608554178,2025-10-16
513421936608555392,2025-07-22
513422920879684160,2025-09-10
513422920879685185,2025-06-12
513422920879686656,2025-06-16
513422920879686656,2025-07-30
513422920879686656,2025-10-30
513422920879687233,2025-09-19
513422920879687233,2025-09-29
513442094523561152,2025-06-08
513442094523561152,2025-06-11
513442094523561152,2025-06-12
513460228649263553,2025-06-15
513460228649263553,2025-06-26
513460228649263553,2025-07-11
513460228649263553,2025-07-15
513460228649263553,2025-07-27
513460228649263553,2025-08-20
513460228649263553,2025-08-27
513460228649263553,2025-08-28
513460228649263553,2025-08-29
513592170044611072,2025-08-04
513944013765524672,2025-08-22
514356888197939264,2025-08-14
514356888197939264,2025-09-03
576465923186619464,2025-07-14
576465923186619464,2025-08-01
576465923186619464,2025-08-16
576465923186619466,2025-06-13
576465923186619466,2025-06-16
576465923186619466,2025-10-01
576465923186619467,2025-06-20
576465923186619467,2025-07-24
576465923186619467,2025-10-08
576467810957596938,2025-08-28
576467810957597223,2025-06-07
576467810957597286,2025-06-03
576467810957597286,2025-06-08
576467810957597286,2025-06-14
576467810957597286,2025-06-30
576467810957597286,2025-07-01
576467810957597286,2025-07-03
576467810957597286,2025-07-06
576467810957597286,2025-07-07
576467810957597286,2025-07-08
576467810957597286,2025-07-23
576467810957597286,2025-07-25
576467810957597286,2025-07-26
576467810957597286,2025-07-27
576467810957597286,2025-07-28
576467810957597286,2025-07-29
576467810957597286,2025-07-30
576467810957597286,2025-08-03
576467810957597286,2025-08-19
576467810957597286,2025-08-31
576467810957597286,2025-10-10
576467810957597286,2025-10-19
576467810957597312,2025-10-20
576467810957597744,2025-06-06
576467810957597744,2025-06-14
576467810957597744,2025-06-21
576467810957597744,2025-07-05
576467810957597744,2025-07-08
576467810957597744,2025-08-03
576467810957598043,2025-07-27
576467812758562116,2025-08-07
576467812758562318,2025-06-24
576467812758562318,2025-06-30
576467812758562318,2025-07-09
576467812758562318,2025-08-19
576468234569918943,2025-10-19
576468234569919016,2025-08-11
576468234569919016,2025-09-03
576468234569919016,2025-09-13
576468234569919016,2025-10-11
576468234569919249,2025-07-13
576468234569919249,2025-07-18
576468234569919249,2025-07-19
576468234569919249,2025-08-07
576468234569919249,2025-08-14
576468273275548932,2025-10-04
576468273275549710,2025-06-05
576468273275549710,2025-08-05
576468273275549710,2025-10-26
585476865998961089,2025-09-20
585479149104301856,2025-09-07
585479303927893131,2025-09-06
585479973014342210,2025-09-22
585480890927797056,2025-08-13
585480984933644800,2025-08-09
585480984933644800,2025-10-01
585480984933644800,2025-10-15
585481360945763072,2025-08-31
585481360945763072,2025-09-14
585481360945763072,2025-09-17
585481360945763072,2025-09-18
585481360945763072,2025-09-30
585481360945763072,2025-10-14
585481360945763072,2025-10-15
585481360945763072,2025-10-26
585481725913662336,2025-07-02
585481725913662337,2025-06-25
585481725913662337,2025-10-31
585481725913662850,2025-07-19
585481725913662850,2025-07-20
585481725913662850,2025-08-04
585481725913662850,2025-08-15
585481725913662850,2025-08-25
585481725913662850,2025-08-28
585481725913662850,2025-08-30
585481725913662850,2025-09-14
585481725913663553,2025-06-14
585481725913663553,2025-08-07
585481725913663553,2025-08-22
585481725913663745,2025-07-25
585481725913663745,2025-07-27
585481725913663745,2025-08-23
585481725913663745,2025-09-19
585481725913663745,2025-10-26
585658195182538176,2025-06-16
585658195182538176,2025-09-20
585834117042990080,2025-06-07
585834117042990080,2025-07-20
585834117042990080,2025-08-13
586028244875143488,2025-08-04
586107409712346432,2025-09-21
586784708875097856,2025-06-09
586793504968120128,2025-06-01
587180533061111936,2025-10-07
648524241621891017,2025-06-04
648524241621891017,2025-06-05
648524241621891017,2025-06-12
648524241621891017,2025-06-14
648524241621891017,2025-06-18
648524241621891017,2025-06-25
648524241621891017,2025-06-26
648524241621891017,2025-06-29
648524241621891017,2025-07-06
648524241621891017,2025-07-08
648524241621891017,2025-09-07
648524241621891083,2025-10-14
648524241621891088,2025-08-03
648524241621891088,2025-08-04
648524241621891138,2025-10-21
648524241621891138,2025-10-22
648524241621891145,2025-06-28
648524241621891147,2025-08-17
648524346683254859,2025-09-25
648525653080231426,2025-06-28
657536477715567505,2025-06-01
657536477715567505,2025-10-15
657536914554493579,2025-08-15
657536914554493579,2025-09-08
657537196568796608,2025-08-09
657537196568798016,2025-09-08
657537196568798016,2025-10-06
657537196568801346,2025-07-29
657537196568801346,2025-08-01
657538097896226688,2025-07-09
657538097896226688,2025-10-18
657538097896226689,2025-08-17
657538164249049536,2025-06-03
657538164249049536,2025-06-30
657538164249049536,2025-08-27
657538164249049536,2025-09-17
657538164249049920,2025-09-26
657538164249049920,2025-09-30
657538164249049920,2025-10-02
657538418611020609,2025-10-04
657540071955486912,2025-06-29
657540071955486912,2025-08-20
657540071955486912,2025-10-22
657540071955486912,2025-10-24
657883119583396288,2025-07-10
658209449051056768,2025-10-22
658209449051056768,2025-10-25
